Q,0,:
Layer 0,Attention mechanism,"('<s>', 3)","('пута', 1)","('sime', 1)","('瀬', 0)","('држави', 0)","('unicí', 0)","('őd', 0)","('invånare', 0)","('férences', 0)","('empre', 0)",Intermediate residual stream,"('sime', 2)","('<s>', 1)","('пута', 1)","('瀬', 0)","('unicí', 0)","('férences', 0)","('gerufen', 0)","('invånare', 0)","('cí', 0)","('ímp', 0)",MLP output,"('<s>', 18)","('bolds', 8)","('archivi', 7)","('ungsseite', 3)","('textt', 2)","('пута', 2)","('sime', 1)","('씨', 1)","('trakten', 0)","('ímp', 0)",Block output,"('<s>', 16)","('sime', 4)","('пута', 3)","('bolds', 3)","('archivi', 1)","('씨', 1)","('ímp', 1)","('trakten', 1)","('瀬', 1)","('textt', 1)"
Layer 12,Attention mechanism,"('bolds', 2)","('$}}%', 1)","('Alo', 1)","('eredetiből', 1)","('ape', 1)","('idenote', 1)","('Ses', 0)","('Brainz', 0)","('ध', 0)","('oltre', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('ж', 0)","('bum', 0)","('Sax', 0)","('usk', 0)","('skip', 0)","('yes', 0)","('stag', 0)","('res', 0)","('experiment', 0)","('ail', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 13,Attention mechanism,"('idense', 3)","('ija', 2)","('gresql', 1)","('Pont', 0)","('abstract', 0)","('Encyc', 0)","('brary', 0)","('Heidel', 0)","('ibrary', 0)","('ią', 0)",Intermediate residual stream,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('proper', 0)","('â', 0)","('t', 0)","('bridge', 0)","('mask', 0)","('in', 0)","('res', 0)","('(@', 0)","('iante', 0)","('unit', 0)",Block output,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 14,Attention mechanism,"('fan', 2)","('arp', 2)","('inflate', 0)","('!/', 0)","('cion', 0)","('mechan', 0)","('Reb', 0)","('mechanism', 0)","('alus', 0)","('bars', 0)",Intermediate residual stream,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('res', 1)","('expl', 0)","('.', 0)","('gut', 0)","('eni', 0)","('battery', 0)","('eth', 0)","('atter', 0)","('fuel', 0)","('(', 0)",Block output,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 15,Attention mechanism,"('ответ', 5)","('penas', 3)","('ätz', 1)","('gas', 0)","('zas', 0)","('BeanFactory', 0)","('Wald', 0)","('ynie', 0)","('meister', 0)","('gesch', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('ią', 1)","('星', 0)","('istan', 0)","('complex', 0)","('etes', 0)","('ześ', 0)","('inject', 0)","('â', 0)","('›', 0)","('ree', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 16,Attention mechanism,"('attan', 2)","('verse', 0)","('prep', 0)","('Pul', 0)","('ija', 0)","('Honor', 0)","('bla', 0)","('triggers', 0)","('Ver', 0)","('wo', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('geprüft', 5)","('guez', 2)","('lês', 2)","('&=\\', 1)","('⁻', 1)","('brary', 0)","('textt', 0)","('≫', 0)","('Unterscheidung', 0)","('prüfe', 0)",Block output,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 17,Attention mechanism,"('licht', 1)","('Mari', 0)","('зо', 0)","('Prim', 0)","('Doc', 0)","('umar', 0)","('hmen', 0)","('nis', 0)","('emet', 0)","('Pir', 0)",Intermediate residual stream,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('.', 1)","('/', 1)","('in', 1)","('\u200b', 1)","('.', 0)","(';', 0)","('(', 0)","('(', 0)","('iner', 0)","('-', 0)",Block output,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 18,Attention mechanism,"('verte', 0)","('anie', 0)","('ustr', 0)","('pod', 0)","('stab', 0)","('黄', 0)","('Gent', 0)","('rak', 0)","('�', 0)","('eor', 0)",Intermediate residual stream,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('estanden', 4)","('\n', 1)","('azon', 0)","('onk', 0)","('oure', 0)","('ándose', 0)","('multicol', 0)","('ณ', 0)","('тет', 0)","('száz', 0)",Block output,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 19,Attention mechanism,"('voy', 2)","('alberga', 1)","('bund', 0)","('Barb', 0)","('cken', 0)","('ăr', 0)","('reb', 0)","('InstanceState', 0)","('lade', 0)","('nest', 0)",Intermediate residual stream,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('textt', 5)","('člán', 3)","('lês', 3)","('prüfe', 2)","('archivi', 2)","('données', 2)","('geprüft', 2)","('prilis', 1)","('ˇ', 1)","('entferne', 1)",Block output,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 1)","('paździer', 0)","('Begriffe', 0)"
Layer 20,Attention mechanism,"('Sir', 1)","('cii', 1)","('wo', 1)","('β', 1)","('engelsk', 0)","('rik', 0)","('ходи', 0)","('pse', 0)","('ʹ', 0)","('\x12', 0)",Intermediate residual stream,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 1)","('paździer', 0)","('Begriffe', 0)",MLP output,"('uil', 2)","('Contempor', 1)","('aku', 1)","('ilon', 1)","('Mort', 1)","('Por', 0)","('Roland', 0)","('yter', 0)","('ándose', 0)","('Pir', 0)",Block output,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 1)","('paździer', 0)","('Begriffe', 0)"
Layer 21,Attention mechanism,"('Bell', 1)","('Zie', 0)","('doch', 0)","('↑', 0)","('Encyclopedia', 0)","('ges', 0)","('dass', 0)","('Rö', 0)","('め', 0)","('cir', 0)",Intermediate residual stream,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 1)","('paździer', 0)","('Begriffe', 0)",MLP output,"('es', 35)","('oot', 1)","('.', 0)","('outer', 0)","('száz', 0)","('eso', 0)","('esa', 0)","('Por', 0)","('over', 0)","('nest', 0)",Block output,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 1)","('paździer', 0)","('Begriffe', 0)"
Layer 22,Attention mechanism,"('beskre', 3)","('resolved', 0)","('burgh', 0)","('uten', 0)","('alles', 0)","('ioni', 0)","('andr', 0)","('changed', 0)","('perty', 0)","('�', 0)",Intermediate residual stream,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 1)","('paździer', 0)","('Begriffe', 0)",MLP output,"('alis', 1)","('ing', 0)","('eken', 0)","('Tags', 0)","('Dabei', 0)","('oke', 0)","('Ob', 0)","('me', 0)","('isses', 0)","('�', 0)",Block output,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 1)","('paździer', 0)","('Begriffe', 0)"
Layer 23,Attention mechanism,"('�', 1)","('erei', 1)","('icture', 1)","('не', 0)","('Dabei', 0)","('ior', 0)","('tra', 0)","('bez', 0)","('oka', 0)","('untu', 0)",Intermediate residual stream,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 1)","('paździer', 0)","('Begriffe', 0)",MLP output,"('ue', 2)","('ale', 2)","('ille', 1)","('oke', 1)","('oot', 1)","('oud', 1)","('<s>', 0)","('lik', 0)","('сле', 0)","('alet', 0)",Block output,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 1)","('paździer', 0)","('Begriffe', 0)"
Layer 24,Attention mechanism,"('Bell', 86)","('bell', 9)","('bell', 4)","('ell', 0)","('Britain', 0)","('Belle', 0)","('\n', 0)","('British', 0)","('ги', 0)","('belle', 0)",Intermediate residual stream,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 1)","('paździer', 0)","('Begriffe', 0)",MLP output,"('igh', 1)","('CD', 1)","('mask', 0)","('Tags', 0)","('ğ', 0)","('xis', 0)","('oug', 0)","('�', 0)","('erie', 0)","('schließ', 0)",Block output,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 1)","('paździer', 0)","('Begriffe', 0)"
Layer 25,Attention mechanism,"('these', 10)","('Bell', 5)","('bell', 3)","('none', 3)","('Each', 3)","('each', 3)","('These', 2)","('ü', 2)","('posts', 1)","('each', 1)",Intermediate residual stream,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 1)","('paździer', 0)","('Begriffe', 0)",MLP output,"('Dabei', 1)","('(', 1)","('.,', 1)","('I', 1)","('Außerdem', 0)","('oot', 0)","('ild', 0)","('←', 0)","('ues', 0)","('hips', 0)",Block output,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 1)","('paździer', 0)","('Begriffe', 0)"
Layer 26,Attention mechanism,"('Indust', 10)","('indust', 9)","('industry', 8)","('indust', 7)","('bell', 4)","('industrial', 4)","('Source', 2)","('source', 2)","('companies', 2)","('Bell', 1)",Intermediate residual stream,"('sierp', 2)","('Unterscheidung', 1)","('kwiet', 1)","('Hinweis', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 1)","('paździer', 0)","('Begriffe', 0)",MLP output,"('(', 6)","('<s>', 2)","('-', 1)","('--', 1)","('He', 0)","('ized', 0)","('&', 0)","('Se', 0)","('She', 0)","('No', 0)",Block output,"('sierp', 2)","('Unterscheidung', 1)","('kwiet', 1)","('Hinweis', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 1)","('paździer', 0)","('Begriffe', 0)"
Layer 27,Attention mechanism,"('argued', 22)","('arg', 21)","('argument', 8)","('Argument', 4)","('arg', 4)","('Which', 4)","('argue', 3)","('arguments', 1)","('none', 1)","('None', 1)",Intermediate residual stream,"('sierp', 2)","('Unterscheidung', 1)","('kwiet', 1)","('Hinweis', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 1)","('paździer', 0)","('Begriffe', 0)",MLP output,"('<s>', 99)","('abei', 0)","('jön', 0)","('oltre', 0)","('sjö', 0)","('�', 0)","('schließ', 0)","('arin', 0)","('findet', 0)","('éné', 0)",Block output,"('sierp', 2)","('Unterscheidung', 1)","('kwiet', 1)","('Hinweis', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 1)","('paździer', 0)","('Begriffe', 0)"
Layer 28,Attention mechanism,"(':', 2)","('�', 1)","('reen', 1)","('‖', 1)","('_,', 1)","('↑', 0)","(',', 0)","('Exp', 0)","('.', 0)","('pp', 0)",Intermediate residual stream,"('sierp', 2)","('Unterscheidung', 1)","('kwiet', 1)","('Hinweis', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 1)","('paździer', 0)","('Begriffe', 0)",MLP output,"('<s>', 99)","('entferne', 0)","('mathchar', 0)","('ungsseite', 0)","('archivi', 0)","('beskre', 0)","('$}}%', 0)","('Begriffsklär', 0)","('Audiodateien', 0)","('AccessorImpl', 0)",Block output,"('sierp', 2)","('Unterscheidung', 1)","('kwiet', 1)","('Hinweis', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 1)","('paździer', 0)","('Begriffe', 0)"
Layer 29,Attention mechanism,"('C', 5)","('olan', 0)","('Stuart', 0)","('txt', 0)","('retained', 0)","('rang', 0)","('orb', 0)","('doc', 0)","('pond', 0)","('nor', 0)",Intermediate residual stream,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 1)","('paździer', 0)","('Begriffe', 0)",MLP output,"('$}}%', 30)","('beskre', 30)","('Хронологија', 1)","('archivi', 0)","('Попис', 0)","('perties', 0)","('Audiodateien', 0)","('Ћ', 0)","('konn', 0)","('ependant', 0)",Block output,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('Einzeln', 1)","('everybody', 1)","('paździer', 0)","('фев', 0)","('Begriffe', 0)"
Layer 30,Attention mechanism,"(""'"", 38)","(""{'"", 19)","('________', 7)","(""{'"", 2)","('____', 1)","('{""', 1)","('_', 1)","(""('"", 1)","('________________', 0)","('....', 0)",Intermediate residual stream,"('sierp', 2)","('Unterscheidung', 2)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('Einzeln', 1)","('everybody', 1)","('paździer', 0)","('фев', 0)","('Begriffe', 0)",MLP output,"('Љ', 0)","('Ъ', 0)","('Ћ', 0)","('Џ', 0)","('Ё', 0)","('հ', 0)","('Щ', 0)","('գ', 0)","('Մ', 0)","('Հ', 0)",Block output,"('\n', 4)","('(', 1)","('A', 1)","('The', 1)","(""'"", 1)","('D', 0)","('', 0)","('1', 0)","('A', 0)","('""', 0)"
Layer 31,Attention mechanism,"('sierp', 7)","('Unterscheidung', 6)","('kwiet', 6)","('Hinweis', 2)","('paździer', 2)","('Einzeln', 1)","('фев', 1)","('➖', 0)","('stycz', 0)","('prü', 0)",Intermediate residual stream,"('\n', 5)","(""'"", 2)","('The', 2)","('The', 1)","('What', 1)","('Wh', 0)","('""', 0)","('A', 0)","('A', 0)","('What', 0)",MLP output,"('.', 2)","('and', 1)","('(', 1)","('The', 0)","('1', 0)","('in', 0)","('of', 0)","('F', 0)","('B', 0)","('to', 0)",Block output,"('The', 8)","('(', 4)","('1', 4)","('A', 3)","('E', 2)","('2', 2)","('What', 1)","('I', 1)","('Wh', 1)","('H', 1)"
"
"
Q,6,:
Layer 0,Attention mechanism,"('<s>', 2)","('sime', 1)","('пута', 1)","('guez', 0)","('桥', 0)","('totalité', 0)","('瀬', 0)","('trakten', 0)","('typen', 0)","('empre', 0)",Intermediate residual stream,"('sime', 1)","('<s>', 1)","('瀬', 0)","('пута', 0)","('桥', 0)","('trakten', 0)","('guez', 0)","('ímp', 0)","('totalité', 0)","('𝓝', 0)",MLP output,"('bolds', 21)","('<s>', 14)","('archivi', 8)","('ungsseite', 3)","('textt', 2)","('sime', 1)","('씨', 1)","('trakten', 0)","('Portail', 0)","('пута', 0)",Block output,"('<s>', 19)","('bolds', 8)","('sime', 4)","('archivi', 3)","('пута', 1)","('trakten', 1)","('textt', 1)","('씨', 1)","('瀬', 0)","('ímp', 0)"
Layer 1,Attention mechanism,"('$}}%', 0)","('bata', 0)","('~[', 0)","('combatt', 0)","('nombreux', 0)","('líder', 0)","('носи', 0)","('campe', 0)","('□', 0)","('desen', 0)",Intermediate residual stream,"('<s>', 50)","('sdl', 1)","('ame', 0)","('$}}%', 0)","('anner', 0)","('ategory', 0)","('rame', 0)","('Brainz', 0)","('aterra', 0)","('gems', 0)",MLP output,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 2,Attention mechanism,"('aran', 1)","('čka', 1)","('Î', 0)","('Ë', 0)","('Kontrola', 0)","('ograf', 0)","('HER', 0)","('ombres', 0)","('IF', 0)","('iva', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('nobody', 1)","('nahm', 0)","('everybody', 0)","('⁻', 0)","('Hinweis', 0)","('ἱ', 0)","('einges', 0)","('Begriffe', 0)","('Википеди', 0)","('�', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 3,Attention mechanism,"('culo', 3)","('cow', 1)","('tres', 1)","('fr', 1)","('Cow', 0)","('graph', 0)","('Reichs', 0)","('limit', 0)","('cius', 0)","('gegenüber', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('mals', 2)","('<s>', 2)","('getMessage', 1)","('eness', 1)","('Mah', 1)","('gmina', 0)","('Async', 0)","('雲', 0)","('Piet', 0)","('ependant', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('nobody', 1)","('Hinweis', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 4,Attention mechanism,"('Kontrola', 1)","('Knight', 0)","('sor', 0)","('сор', 0)","('ăt', 0)","('fahrt', 0)","('ktet', 0)","('unkt', 0)","('omo', 0)","('orsz', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('nobody', 1)","('Hinweis', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('disambiguation', 1)","('➖', 1)","('apsed', 0)","('prü', 0)","('printStackTrace', 0)","('‐', 0)","('ystycz', 0)","('•', 0)","('uria', 0)","('vy', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('nobody', 1)","('Hinweis', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 5,Attention mechanism,"('ombres', 1)","('sono', 1)","('idenote', 0)","('aires', 0)","('oker', 0)","('onymes', 0)","('bindung', 0)","('Arag', 0)","('reich', 0)","('anson', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('nobody', 1)","('Hinweis', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('Catalogue', 0)","('against', 0)","('Null', 0)","('net', 0)","('added', 0)","('Wright', 0)","('baum', 0)","('disp', 0)","('…', 0)","('oups', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('nobody', 1)","('Hinweis', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 6,Attention mechanism,"('Hospital', 2)","('₹', 0)","('lei', 0)","('Herzog', 0)","('riere', 0)","('Bom', 0)","('spot', 0)","('rivial', 0)","('Prz', 0)","('шње', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('nobody', 1)","('Hinweis', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('ppi', 1)","('simple', 0)","('why', 0)","('short', 0)","('speed', 0)","('v', 0)","('CC', 0)","('тво', 0)","('ченко', 0)","('figure', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('nobody', 1)","('Hinweis', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 7,Attention mechanism,"('angular', 1)","('alf', 1)","('furt', 1)","('REATE', 1)","('>[', 1)","('Ehren', 0)","('externe', 0)","('висини', 0)","('chev', 0)","('Amt', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('nobody', 1)","('Hinweis', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('at', 2)","('ML', 1)","('about', 0)","('opt', 0)","('ol', 0)","('Gol', 0)","('Gram', 0)","('◄', 0)","('op', 0)","('SS', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('nobody', 1)","('Hinweis', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 8,Attention mechanism,"('❯', 11)","('aucoup', 6)","('uche', 4)","('щен', 2)","('tring', 2)","('Przyp', 1)","('Хронологија', 1)","('MDb', 1)","('<s>', 0)","('ján', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('nobody', 1)","('Hinweis', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('h', 1)","('un', 1)","('t', 0)","('Pen', 0)","('in', 0)","('sp', 0)","('\n', 0)","('use', 0)","('o', 0)","('pen', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('nobody', 1)","('Hinweis', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 9,Attention mechanism,"('onto', 3)","('Хронологија', 1)","('<s>', 1)","('achiv', 1)","('zon', 0)","('entferne', 0)","('plotlib', 0)","('adamente', 0)","('avo', 0)","('cco', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('Zyg', 0)","('dro', 0)","('data', 0)","('experiments', 0)","('fiddle', 0)","('戸', 0)","('ID', 0)","('Ori', 0)","('ade', 0)","('idd', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 10,Attention mechanism,"('hay', 0)","('yter', 0)","('Крас', 0)","('owie', 0)","('atalog', 0)","('reb', 0)","('zak', 0)","('Datenbank', 0)","('Ober', 0)","('Staats', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('nobody', 1)","('Hinweis', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('DO', 0)","('Fitz', 0)","('uniform', 0)","('inge', 0)","('ros', 0)","('Dru', 0)","('(', 0)","('[', 0)","('ono', 0)","('ao', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 11,Attention mechanism,"('class', 1)","('inflate', 0)","('断', 0)","('onymes', 0)","('Mann', 0)","('blanc', 0)","('zes', 0)","('imas', 0)","('----+', 0)","('rank', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('ur', 1)","('worth', 0)","('worth', 0)","('ardi', 0)","('pill', 0)","('purs', 0)","('нос', 0)","('and', 0)","('合', 0)","('skip', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 12,Attention mechanism,"('Ê', 1)","('hl', 1)","('anta', 1)","('horn', 0)","('gmin', 0)","('ault', 0)","('rust', 0)","('Dur', 0)","('�', 0)","('Ook', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('ж', 0)","('bum', 0)","('usk', 0)","('Sax', 0)","('yes', 0)","('skip', 0)","('res', 0)","('ail', 0)","('stag', 0)","('experiment', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
